GSE,title,oragnism,dataset_type,platform,number_of_samples,ftp,sra_run_selector,bioproject
GSE90919,Ubiquitination of Stalled Ribosome Triggers Ribosome-associated Quality Control [SET2],Saccharomyces cerevisiae,,GPL21656,10,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90919/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA356354,PRJNA356354
GSE94698,Kinetics of RNA polymerase 2 recruitment and H3K36me3 deposition after stimulation of murine T-cells,Mus musculus,,GPL21103,10,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE94nnn/GSE94698/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA371839,PRJNA371839
GSE79208,Mathematical modeling of Trypanosoma brucei transcription,Trypanosoma brucei,,GPL10599,10,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79208/,,
GSE67741,Ribosome profiling with translation inhibitors reveals pervasive translation in murine ES cells,Mus musculus,,GPL18061,10,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67741/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA280809,PRJNA280809
GSE66927,Ribo_seq (aka ribosome profiling) analysis of control and Myc-induced U2OS cells,Homo sapiens,,GPL11154,10,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66927/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA278390,PRJNA278390
GSE68762,Bacteria differently regulate mRNA abundance to specifically respond to various stresses,Escherichia coli str. K-12 substr. MC4100,,GPL20183,10,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68762/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA283800,PRJNA283800
GSE69414,Ribosome profiling study of rli1 depeletion strain,Saccharomyces cerevisiae,,['GPL13821'],10,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69414/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA285458,PRJNA285458
GSE63789,"Causal signals between codon bias, mRNA structure and the efficiency of translation and elongation",Saccharomyces cerevisiae,,GPL9377,10,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63789/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA269069,PRJNA269069
GSE58402,Ribosome Profiling in P. falciparum asexual blood stages,Plasmodium falciparum,,GPL16607,10,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58402/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA252511,PRJNA252511
GSE41590,Genome-wide translational changes induced by the prion [PSI+],Saccharomyces cerevisiae,,['GPL13821'],10,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41590/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA177820,PRJNA177820
GSE58321,Distinct stages of the translation elongation cycle revealed by sequencing ribosome-protected mRNA fragments,Saccharomyces cerevisiae,,['GPL9377'],10,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58321/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA251988,PRJNA251988
GSE52905,Extensive oscillatory gene expression during C. elegans larval development [Ribosome footprinting],Caenorhabditis elegans,,GPL13657,10,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52905/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA230441,PRJNA230441
GSE50049,Evolution at two regulatory levels in yeast,Saccharomyces paradoxus; Saccharomyces cerevisiae x Saccharomyces paradoxus; Saccharomyces cerevisiae,,"['GPL17601', 'GPL13821']",10,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50049/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA214730,PRJNA214730
GSE48933,Ribosome profiling reveals features of normal and disease-associated mitochondrial translation,Homo sapiens,,['GPL15520'],10,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48933/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA212323,PRJNA212323
GSE45785,"Transcriptome-profiling (RNA-seq) and Ribosome-profiling (Ribo-seq) of BJ cells treated with Nutlin-3a, an MDM2 inhibitor, which induces p53.",Homo sapiens,,GPL11154,10,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45785/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA196335,PRJNA196335
GSE180733,Myocardial cellular gene expression during pressure overload: evidence for transient partial endothelial to mesenchymal transition [Ribo-seq],Mus musculus,,GPL21626,9,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE180nnn/GSE180733/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA749295,PRJNA749295
GSE192705,An adipose lncRAP2 - Igf2bp2 complex enhances adipogenesis and energy expenditure by stabilizing target mRNAs [RIP-seq],Mus musculus,,GPL17021,9,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE192nnn/GSE192705/,,
GSE192704,An adipose lncRAP2 - Igf2bp2 complex enhances adipogenesis and energy expenditure by stabilizing target mRNAs [RIA-seq],Mus musculus,,GPL17021,9,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE192nnn/GSE192704/,,
GSE144140,Use of NanoLuc-Based Reporters that Monitor Nonsense Suppression and Inhibition of Nonsense-Mediated mRNA Decay to Identify Potent New Agents That Partially Reverse the Effects of Nonsense Mutations,Homo sapiens,,GPL24676,9,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE144nnn/GSE144140/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA602876,PRJNA602876
GSE146674,Mutant huntingtin stalls ribosomes and represses protein synthesis in a cellular model of Huntington disease [Ribo-seq],Mus musculus,,GPL19057,9,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE146nnn/GSE146674/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA611609,PRJNA611609
GSE146673,Mutant huntingtin stalls ribosomes and represses protein synthesis in a cellular model of Huntington disease [RNA-seq],Mus musculus,,GPL19057,9,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE146nnn/GSE146673/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA611610,PRJNA611610
GSE140084,Master stress response gene ATF4 & other oncogenes are translated by DENR-dependent reinitiation,Homo sapiens,,GPL21697,9,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE140nnn/GSE140084/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA588223,PRJNA588223
GSE134033,LIN28A binds to meiotic gene transcripts and modulates their translation in male germ cells,Mus musculus,,GPL17021,9,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE134nnn/GSE134033/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA553522,PRJNA553522
GSE110868,Identification and validation of GPD1 as an essential cancer stem cell specific target in glioblastoma (RNA-seq: Gpd1 KO),Mus musculus,,GPL13112,9,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE110nnn/GSE110868/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA434718,PRJNA434718
GSE121981,Cellular response to small molecules that selectively stall protein synthesis by the ribosome,Homo sapiens,,GPL16791,9,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE121nnn/GSE121981/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA501880,PRJNA501880
GSE110426,Small Molecule PCSK9 Inhibitors: Hit to lead optimization,Rattus norvegicus,,GPL14844,9,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE110nnn/GSE110426/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA433685,PRJNA433685
GSE83684,"Ribosome Profiling analysis of Follicular B (FoB) cells purified from WT, miR-17~92 transgenic and  miR-17-92 tKO mice",Mus musculus,,GPL19057,9,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83684/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA326723,PRJNA326723
GSE85540,A ribosome profiling study of mRNA cleavage by the endonuclease RelE,Escherichia coli,,GPL18133,9,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85540/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA338762,PRJNA338762
GSE81247,The RNA-binding protein TTP is a global post-transcriptional regulator of feedback control in inflammation [Ribo-seq],Mus musculus,,GPL17021,9,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81247/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA321057,PRJNA321057
GSE65999,The contribution of Alu exons to the human proteome,Homo sapiens,,GPL11154,9,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE65nnn/GSE65999/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA275667,PRJNA275667
GSE51584,Expanded identification and characterization of mammalian circular RNAs,Homo sapiens,,['GPL9115'],9,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51584/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA223608,PRJNA223608
GSE34740,K562 polyA RNA-Seq,Homo sapiens,,['GPL9115'],9,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34740/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA150405,PRJNA150405
GSE200172,METTL18-mediated histidine methylation on RPL3 modulates translation elongation for proteostasis maintenance.,Homo sapiens,,GPL20795,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE200nnn/GSE200172/,,
GSE179854,METTL18-mediated histidine methylation on RPL3 modulates translation elongation for proteostasis maintenance,Homo sapiens,,GPL20301,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE179nnn/GSE179854/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA745343,PRJNA745343
GSE169168,Ribosome profiling RNA sequencing in zebrafish embryos,Danio rerio,,GPL24995,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE169nnn/GSE169168/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA715464,PRJNA715464
GSE201485,LncReader: identification of dual functional long non-coding RNAs using multi-head self-attention mechanism,Homo sapiens,,['GPL24676'],8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE201nnn/GSE201485/,,
GSE150676,eIF4A2 targets developmental potency and histone H3.3 transcripts for translational control of embryonic and cancer stemness [Ribo-seq],Mus musculus,,GPL17021,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE150nnn/GSE150676/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA633140,PRJNA633140
GSE198899,Discovery and functional interrogation of the virus and host RNA interactome of SARS-CoV-2 proteins [Ribo-Seq],Homo sapiens,,GPL24676,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE198nnn/GSE198899/,,
GSE195703,RNA m1A methylation regulates glycolysis of cancer cells through modulating ATP5D [Ribo and RNA-seq],Homo sapiens,,GPL24676,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE195nnn/GSE195703/,,
GSE113567,Peroxisome function relies on organelle-associated mRNA translation,Saccharomyces cerevisiae,,GPL21656,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113567/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA451682,PRJNA451682
GSE162050,Ribosome profiling of H9 PUS7KO,Homo sapiens,,GPL11154,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE162nnn/GSE162050/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA680364,PRJNA680364
GSE156796,Determine the effects of METTL16 on global translation efficiency via ribosome profiling (Ribo-seq),Homo sapiens,,GPL16791,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE156nnn/GSE156796/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA659038,PRJNA659038
GSE181795,An oncomicropeptide Regulates translation in leukemia,Homo sapiens,,GPL16791,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE181nnn/GSE181795/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA753487,PRJNA753487
GSE171392,Translational Autoregulation of the S. cerevisiae High-affinity Polyamine Transporter Hol1,Saccharomyces cerevisiae,,GPL17342,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE171nnn/GSE171392/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA719381,PRJNA719381
GSE181077,Integrated transcriptomic and translatomic exploration of the effect of betaine on lipid metabolic dysregulation induced by a high-fat diet,Mus musculus,,GPL13112,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE181nnn/GSE181077/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA750636,PRJNA750636
GSE158569,Targeting tumor-macrophage interaction via the Notch2-Jag1 axis reverses tumor resistance to paclitaxel,Homo sapiens,,['GPL23227'],8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE158nnn/GSE158569/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA665658,PRJNA665658
GSE174419,Mapping translation in wild-type and METTL5 knockout (KO) HepG2 cells,Homo sapiens,,GPL24676,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE174nnn/GSE174419/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA729866,PRJNA729866
GSE159336,Host-informed molecular engineering improves antigen quality and enables integrated manufacturing of a trivalent subunit vaccine [Ribo-seq],Komagataella phaffii,,GPL23539,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE159nnn/GSE159336/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA668384,PRJNA668384
GSE147840,N1-methyladenosine methylations in tRNA drive liver tumorigenesis by PPARδ-mediated cholesterol synthesis,Homo sapiens,,['GPL23227'],8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE147nnn/GSE147840/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA622261,PRJNA622261
GSE109907,Potassium tellurite exerts its toxicity on ribosome in Escherichia coli,Escherichia coli,,GPL18133,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109907/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA432322,PRJNA432322
GSE164308,Landscape of transcriptional and translational changes over 22 years of bacterial adaptation,Escherichia coli,,GPL21222,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE164nnn/GSE164308/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA689830,PRJNA689830
GSE125832,Ribosome profiling analysis of lncRNA TINCR silenced primary melanoma cell line WM902B,Homo sapiens,,GPL11154,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE125nnn/GSE125832/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA517673,PRJNA517673
GSE160206,eEF3 promotes late stages of tRNA translocation on the ribosome,Saccharomyces cerevisiae,,GPL17342,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE160nnn/GSE160206/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA672335,PRJNA672335
GSE158136,Ribo-seq data from NIH 3T3 cells lacking eIF4G2,Mus musculus,,['GPL19057'],8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE158nnn/GSE158136/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA664109,PRJNA664109
GSE149279,4EHP and GIGYF1/2 induce translation-coupled messenger RNA decay [Wildtype and ZNF598-null],Homo sapiens,,GPL21290,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE149nnn/GSE149279/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA627881,PRJNA627881
GSE149970,Ribosome Footprinting (RiboSeq) analysis of mRNA translation in MEF Wt cells overexpressing  METTL1+WDR4,Mus musculus,,GPL19057,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE149nnn/GSE149970/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA630709,PRJNA630709
GSE141459,ZAK activation on colliding ribosomes triggers SAPK signaling pathways to regulate cell fate,Homo sapiens,,GPL16791,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE141nnn/GSE141459/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA593553,PRJNA593553
GSE154106,Ribosome profiling of SMN-primed ribosomes and active ribosome profiling from brains of a mouse model of severe SMA,Mus musculus,,GPL17021,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154106/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA645135,PRJNA645135
GSE141840,Change in translation efficiency by RNG140-GFP overexpression in CHO cells,Cricetulus griseus,,GPL26969,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE141nnn/GSE141840/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA594947,PRJNA594947
GSE144866,METTL6 is a tRNA m3C methyltransferase that regulates translation and cell proliferation,Mus musculus,,GPL13112,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE144nnn/GSE144866/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA605175,PRJNA605175
GSE146849,Chromatin state maintains human myeloid leukemia by regulating m6A demethylase ALKBH5 expression [Ribo-seq],Homo sapiens,,GPL20795,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE146nnn/GSE146849/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA612239,PRJNA612239
GSE151118,GCN2 adapts the proteome to scavenging-dependent growth,Mus musculus,,GPL24247,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151118/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA634769,PRJNA634769
GSE138990,"Ribosome profiling in archaea reveals leaderless translation, novel translational initiation sites, and ribosome pausing at single codon resolution",Haloferax volcanii DS2,,GPL27628,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE138nnn/GSE138990/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA577942,PRJNA577942
GSE144313,RNA-seq and Ribo-seq of WT and METTL5 KO mECS.,Mus musculus,,GPL19057,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE144nnn/GSE144313/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA603355,PRJNA603355
GSE141599,Autism-misregulated eIF4G microexons control synaptic translation and higher-order cognitive functions [Ribo-Seq],Mus musculus,,GPL17021,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE141nnn/GSE141599/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA594022,PRJNA594022
GSE131154,Fidelity of translation initiation is required for coordinated respiratory complex assembly,Mus musculus,,GPL16417,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131154/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA542722,PRJNA542722
GSE124737,Ribosome profiling in transgenic and HEK293T cells treated with NAEK,Homo sapiens,,GPL16791,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE124nnn/GSE124737/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA513305,PRJNA513305
GSE139399,Ribosome profiling study of Miwi-null testes,Mus musculus,,GPL21273,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE139nnn/GSE139399/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA579549,PRJNA579549
GSE115265,Genome-wide profiling of translation in Oikopleura dioica during growth arrest and recovery,Oikopleura dioica,,GPL25139,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE115nnn/GSE115265/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA474431,PRJNA474431
GSE126298,Selective translation mechanism through two paralogs of eukaryotic initiation factor 4A,Homo sapiens,,GPL20301,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE126nnn/GSE126298/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA521496,PRJNA521496
GSE124279,The RNA-binding protein HuR is a negative regulator in adipogenesis [Ribo-seq_RNA-seq_matched],Mus musculus,,GPL17021,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE124nnn/GSE124279/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA511455,PRJNA511455
GSE128298,Translatome and transcriptome analysis of resting B and T cells from mice,Mus musculus,,['GPL24247'],8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE128nnn/GSE128298/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA527039,PRJNA527039
GSE119681,Ribosome profiling of selenoproteins in vivo reveals consequences of pathogenic Secisbp2 missense mutations,Mus musculus,,GPL13112,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE119nnn/GSE119681/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA489895,PRJNA489895
GSE132725,Transcriptome and ribosome profiling of XRN1-null HEK293T human cell line generated by CRISPR/Cas9 gene editing,Homo sapiens,,GPL21290,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132725/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA548813,PRJNA548813
GSE123166,Selective ribosome profiling to study interactions of translating ribosomes in yeast,Saccharomyces cerevisiae,,GPL13821,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE123nnn/GSE123166/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA507750,PRJNA507750
GSE133925,CircMYBL2 Regulates FLT3-ITD FLT3AML Translation in AML,Homo sapiens,,GPL24676,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE133nnn/GSE133925/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA553142,PRJNA553142
GSE121391,Genome-wide analysis of eIF4G-RNA interaction in CDK12-depleted cells (Ribo-Seq),Homo sapiens,,GPL16791,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE121nnn/GSE121391/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA497255,PRJNA497255
GSE108331,Next Generation Sequencing Facilitates Quantitative Analysis of  mRNA translation efficiency of Wild Type and Mettl3-/- mice,Mus musculus,,['GPL17021'],8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108331/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA423188,PRJNA423188
GSE119454,Assembly and functionality of the ribosome with tethered subunits,Escherichia coli,,GPL21222,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE119nnn/GSE119454/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA489275,PRJNA489275
GSE111991,Divergent rRNAs as regulators of gene expression at the ribosome level,Vibrio vulnificus CMCP6,,['GPL24744'],8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111991/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA438895,PRJNA438895
GSE109122,Transcripts from downstream alternative transcription start sites evade uORF-mediated inhibition of gene expression during blue light exposure in Arabidopsis,Arabidopsis thaliana,,GPL21785,8,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109122/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA429734,PRJNA429734
